-4419,-3004,-7080,1852,-2439,891
-3455,-2980,-7268,2206,-3029,1254
-3167,-2876,-7092,2630,-2701,1786
-3559,-2716,-6524,2651,-2610,1871
-3607,-2848,-5852,1972,-3389,1843
-2843,-3344,-6468,1909,-3973,1890
-2259,-3480,-6860,3226,-3914,2050
-2103,-2712,-6520,4467,-3821,1993
-1635,-2272,-6292,5081,-3834,2012
-1703,-1772,-6048,5132,-3361,2221
-2335,-1516,-5672,4526,-3512,2369
-1827,-1384,-5564,3612,-3674,3026
-2127,-1528,-5776,3333,-3884,3987
-2047,-1996,-6228,4424,-2845,3184
-2335,-1452,-6004,5213,-2060,3763
-3079,-1664,-5864,5405,-1490,3891
-3011,-1716,-5728,5957,-890,3888
-3399,-1408,-5248,6339,-217,3711
-3139,-1172,-4736,6221,529,3174
-2499,-996,-4340,6088,1142,2619
-2187,-932,-4232,5809,1887,2110
-1839,-348,-3560,4767,2716,1721
-2739,-84,-3180,2560,3530,1204
-2339,-408,-3116,74,3436,1008
-1527,-384,-2912,-1716,3882,1473
-3167,-288,-2440,-3561,4905,816
-3887,-1460,-2816,-5529,4547,825
-4987,-2016,-3308,-6190,3483,987
-3855,-3020,-4228,-5429,2557,743
-3511,-2100,-4248,-4394,3017,543
-4687,-1392,-4248,-4846,2839,188
-5347,-1524,-4192,-5436,2560,722
-5795,-1364,-4104,-5617,1778,1051
-5495,-1388,-4684,-5493,754,911
-4639,-2024,-5280,-3716,650,130
-4211,-956,-4996,-1365,608,-166
-4039,124,-4604,-971,227,-209
-4119,1240,-4228,-2460,-200,131
-4023,1092,-4460,-4826,-1095,695
-3107,-28,-4964,-6315,-1352,1650
-2563,-156,-4952,-5631,-248,2046
-3059,168,-5520,-3709,670,2111
-4315,2152,-5492,-817,802,1989
-3367,1944,-4420,14,430,921
-2971,2912,-5992,337,-399,3008
-975,1128,-6368,551,-1331,4634
-223,1792,-6620,1894,135,6036
-1611,3684,-7220,2032,888,6460
-1763,2480,-6356,634,209,5234
-1147,3072,-6584,309,786,4774
-1271,1932,-5964,1145,965,4619
-2543,2308,-6044,2350,1528,4567
-3691,2644,-4952,5293,129,4919
-2819,108,-4212,8408,-197,5195
-2651,1016,-5788,19324,1201,9396
-3959,9448,-5456,21937,1347,9459
-1579,6852,-6568,16233,907,7861
-191,5928,-7696,14056,2693,8521
-815,5112,-7228,12588,3769,6772
-1555,6192,-6024,8320,4119,5961
-1235,5688,-6492,4149,4824,4038
-3023,4220,-7136,1797,5697,1105
-3223,4084,-6520,2408,6127,447
-1851,4732,-7244,3037,4812,20
-735,6820,-7328,4088,4550,400
-1879,9132,-7200,1447,2603,403
-3507,9368,-6732,-1873,1799,75
-2759,9096,-6972,-4054,-446,637
-579,6856,-8084,-5704,130,-619
117,2292,-8656,-4083,1378,-148
-3859,5148,-7852,626,2937,-426
-4691,7336,-8816,-1181,499,-46
-3055,6016,-11108,-2852,599,698
-3199,5572,-12712,-841,784,796
-2515,5412,-10112,2213,861,580
-3751,5076,-5392,3501,748,398
-4223,7012,-5652,2474,631,195
-3855,7840,-6888,-1510,-1735,473
-2211,7364,-7096,-3218,-2390,22
-2723,5748,-6428,-625,-248,-389
-4267,5764,-3292,-36,543,-436
-4863,7692,-4064,-2969,-956,193
-3683,7804,-5152,-6805,-2367,-64
-2375,5220,-6060,-7435,-810,-190
-3443,5920,-5084,-7131,-318,-439
-3203,6988,-4916,-8954,-486,-731
-2079,5800,-7236,-10833,-1149,-678
-1935,3384,-7520,-9072,-354,-362
-2503,3148,-7060,-6123,322,-692
-2783,4420,-6128,-3590,1043,-645
-2867,4620,-5664,-2956,391,-589
-2583,4640,-5840,-1354,483,-861
-2903,3788,-5992,-111,375,-957
-2687,3560,-6976,1340,-178,-300
-2199,3252,-7048,3060,-110,357
-2679,3796,-5304,4111,-352,201
-2463,4452,-5460,4338,-649,212
-2147,5004,-5812,6658,-679,641
-2539,5928,-5252,8587,-976,793
-1635,6316,-5388,9703,-1637,1315
-1343,5232,-5288,10749,-1277,948
-1211,6720,-5240,11728,-996,989
-719,7128,-5276,10259,-1044,500
-703,6200,-5340,6734,-536,300
-1027,5056,-5356,4969,470,-789
-1287,6004,-6068,3761,1068,-1554
-1763,7328,-5400,2163,1220,-2708
-883,6720,-4648,1274,1561,-3966
-1211,7472,-4192,-1150,910,-5537
-815,7544,-6304,-5759,-180,-6307
677,6308,-8668,-8614,850,-4971
-2459,5152,-7308,-7841,2371,-5727
-3227,3036,-3448,-8687,2141,-6096
-4543,2992,-3576,-10736,2272,-4332
-3483,2568,-4856,-11680,-496,-3336
-3767,2396,-5060,-11240,327,-3000
-4359,308,-5320,-9694,1272,-3782
-3919,-972,-5376,-6396,1242,-4392
-4187,-312,-5808,-1851,2357,-5092
-4347,2556,-5192,1394,2684,-5415
-4419,2460,-4504,2557,2335,-5253
-4731,2256,-4424,4177,2165,-4189
-3287,2116,-4916,5273,889,-2553
-2495,2724,-5172,6293,1268,-1248
-2763,2720,-5312,6321,1417,-702
-2771,2700,-5216,6523,1341,-673
-2911,3016,-5288,6458,1354,-870
-3379,3524,-5224,5961,1864,-1152
-3951,4460,-3380,3213,-205,-1311
-3087,2784,-4280,1396,-732,-812
-2783,2424,-5368,1745,25,-407
-2771,3196,-5556,1785,239,48
-2991,2944,-5568,1465,260,-8
-3083,2584,-5608,1323,413,-113
-2939,2716,-5400,916,595,-128
-3051,2452,-5584,833,713,-111
-2699,2212,-5516,1384,855,-32
-3467,2616,-5612,2204,817,-101
-3175,2716,-5472,2502,478,-99
-3147,2780,-5308,2901,398,-22
-3219,2976,-5280,3116,141,-38
-3291,3256,-5208,2872,58,-22
-3779,3160,-4980,2438,-303,-126
-3579,3032,-5260,2128,-471,-159
-3159,3044,-5452,1814,-545,-146
-2899,3264,-5472,1434,-253,-166
-2991,3056,-5480,916,16,-309
-2883,2664,-5156,405,347,-481
-3059,2464,-5392,185,472,-825
-3127,2488,-5352,144,603,-1074
-2955,2388,-5596,202,579,-1202
-2867,2508,-6072,425,690,-1249
-2715,2144,-5908,512,1075,-1162
-2975,2424,-6032,802,1664,-977
-3191,2692,-5776,728,1734,-1103
-3359,2732,-5708,459,1646,-1206
-3451,2624,-5760,383,1581,-1284
-3591,2616,-5828,264,1534,-1370
-3663,2732,-5820,30,1364,-1169
-3671,3056,-4924,-660,809,-1066
-3187,2648,-5128,-1049,538,-970
-2731,2156,-6428,-893,489,-685
-2819,1824,-5504,-868,11,-607
-3331,2920,-3952,-1313,-107,-773
-2775,2748,-3832,-1736,485,-458
-3175,1964,-4184,-1407,706,-662
-2751,1944,-4792,-832,690,-737
-2867,1900,-5160,-267,1008,-821
-3351,2044,-4828,172,1045,-810
-3507,2472,-4748,-43,893,-795
-3375,2516,-5004,-348,627,-716
-3127,2104,-5288,-254,630,-643
-2915,1684,-5704,249,779,-540
-3055,1576,-5348,632,929,-419
-3251,1748,-5496,1082,885,-359
-3271,1672,-5536,1486,807,-379
-3219,1756,-5540,1741,881,-365
-3291,1956,-5596,1807,872,-407
-3387,2032,-5356,1634,897,-481
-3399,2084,-5060,1393,842,-501
-3359,1960,-5160,1301,786,-498
-3343,1932,-5216,1393,746,-548
-3271,1936,-5340,1505,734,-543
-3259,2168,-5488,1602,705,-514
-3187,2220,-5420,1543,716,-510
-3243,2084,-5624,1602,801,-457
-3259,2220,-5392,1614,690,-408
-3239,2244,-5212,1531,617,-457
-3247,2160,-5244,1468,563,-437
-3163,1960,-5428,1449,565,-407
-3291,1756,-5396,1504,470,-426
-3299,1596,-5504,1626,472,-435
-3267,1728,-5516,1895,604,-403
-3431,1904,-5508,2129,619,-425
-3471,2088,-5392,2267,524,-403
-3391,2216,-5320,2303,463,-401
-3383,2048,-5416,2250,395,-389
-3267,2068,-5268,2209,406,-396
-3159,2092,-5304,2114,398,-416
-3083,2148,-5536,1981,430,-375
-3051,2120,-5568,1858,509,-401
-3103,2124,-5408,1635,679,-434
-3163,2112,-5424,1485,665,-436
-3187,2108,-5424,1334,659,-510
-3267,2092,-5440,1474,640,-476
-3303,2240,-5508,1633,582,-463
-3419,2276,-5296,1741,533,-401
-3431,2184,-5248,1830,423,-361
-3299,2144,-5296,1920,378,-334
-3247,2140,-5308,2015,204,-273
-3207,2096,-5396,2097,218,-288
-3215,2164,-5312,2162,266,-369
-3147,2204,-5356,2013,297,-354
-3019,2000,-5324,1945,424,-416
-3231,2040,-5488,2048,537,-386
-3383,2296,-5392,2079,481,-459
-3327,2440,-5228,1865,455,-468
-3275,2432,-5164,1645,404,-440
-3223,2284,-5296,1427,438,-420
-3251,2068,-5292,1381,496,-422
-3175,1980,-5412,1396,487,-467
-3239,2012,-5280,1470,569,-520
-3423,2180,-5376,1432,566,-547
-3331,2236,-5324,1379,625,-505
-3335,2564,-5368,1319,660,-487
-3403,2596,-5244,1264,649,-460
-3271,2588,-5220,1150,581,-387
-3183,2424,-5180,1035,589,-364
-3111,2152,-5108,939,497,-357
-3103,1972,-5080,931,533,-382
-3155,2052,-5336,1003,548,-420
-3131,2096,-5368,1057,587,-440
-3171,2256,-5396,1058,717,-479
-3223,2452,-5416,1013,849,-443
-3055,2592,-5388,958,864,-339
-3091,2580,-5196,877,865,-278
-3103,2400,-5152,795,832,-303
-3143,2228,-5200,858,737,-293
-3107,2176,-5240,1046,762,-306
-3351,2300,-5104,1100,682,-264
-3283,2376,-5152,1080,588,-169
-3223,2396,-5312,1085,544,-155
-3227,2424,-5452,1248,623,-104
-3275,2488,-5364,1335,581,-138
-3283,2492,-5360,1228,611,-172
-3247,2464,-5176,1058,526,-188
-3187,2164,-5336,961,499,-252
-3207,2072,-5428,1046,528,-237
-3243,2136,-5396,1207,604,-269
-3387,2264,-5348,1176,616,-308
-3267,2452,-5288,1119,603,-344
-3219,2444,-5308,1017,574,-339
-3179,2336,-5492,969,618,-339
-3171,2288,-5476,1016,689,-336
-3279,2404,-5296,960,696,-394
-3311,2368,-5256,869,662,-442
-3215,2332,-5316,865,685,-405
-3227,2272,-5364,907,688,-375
-3115,2328,-5360,906,712,-321
-3167,2472,-5432,932,715,-330
-3043,2488,-5324,996,815,-336
-3171,2520,-5316,996,723,-341
-3219,2504,-5224,1019,690,-319
-3211,2500,-5280,945,660,-287
-3183,2372,-5412,978,619,-302
-3195,2292,-5520,972,616,-265
-3195,2296,-5508,1130,637,-197
-3151,2424,-5492,1281,651,-255
-3223,2356,-5268,1310,578,-306
-3195,2388,-5348,1326,491,-318
-3147,2248,-5472,1432,491,-285
-3375,2348,-5416,1613,550,-303
-3247,2340,-5248,1556,529,-348
-3271,2392,-5212,1550,523,-380
-3255,2420,-5188,1440,507,-389
-3211,2304,-5280,1416,491,-359
-3291,2388,-5320,1454,470,-401
-3355,2412,-5316,1444,524,-445
-3219,2500,-5244,1428,520,-434
-3211,2448,-5268,1291,450,-396
-3047,2384,-5360,1307,500,-311
-3231,2288,-5384,1397,535,-360
-3195,2396,-5288,1420,547,-348
-3187,2468,-5264,1312,475,-377
-3167,2460,-5376,1269,574,-427
-3119,2500,-5192,1323,679,-389
-3167,2524,-5208,1297,577,-430
-3151,2536,-5176,1267,595,-448
-3099,2588,-5200,1237,540,-443
-3119,2628,-5072,1129,490,-398
-3107,2492,-5228,1139,443,-361
-3023,2552,-5288,1257,483,-266
-3067,2516,-5320,1285,507,-280
-3115,2520,-5212,1307,469,-306
-3183,2516,-5204,1298,507,-371
-3239,2444,-5232,1265,483,-397
-3191,2368,-5164,1183,424,-343
-3215,2436,-5320,1092,469,-335
-3107,2476,-5432,1128,563,-334
-3171,2504,-5268,1153,661,-436
-3139,2540,-5112,1133,652,-462
-3067,2656,-5064,1094,605,-465
-2911,2464,-5352,1103,602,-399
-2959,2428,-5400,1273,671,-349
-2883,2652,-5376,1326,745,-314
-2983,2668,-5332,1358,839,-301
-3175,2756,-5260,1317,869,-289
-3219,2724,-5196,1124,777,-300
-3359,2652,-5228,976,721,-236
-3523,2640,-5252,768,703,-275
-3591,2596,-5192,565,587,-358
-3567,2480,-5180,370,585,-420
-3251,2204,-5380,419,548,-350
-3023,2204,-5424,678,630,-302
-3047,2340,-5360,931,726,-254
-2963,2540,-5212,984,736,-352
-2951,2808,-5244,997,764,-362
-3011,2852,-5212,817,765,-303
-3015,2728,-5192,681,746,-211
-3035,2548,-5288,582,703,-201
-3027,2320,-5404,521,664,-244
-3039,2176,-5568,653,784,-306
-3171,2232,-5508,773,892,-327
-3363,2368,-5308,833,941,-423
-3359,2300,-5268,879,902,-472
-3279,2392,-5168,963,905,-475
-3311,2380,-5240,1205,795,-441
-3343,2632,-5092,1258,701,-469
-3295,2832,-5116,1125,542,-407
-3163,2640,-5236,992,549,-307
-3043,2372,-5252,988,450,-270
-3127,2160,-5292,1139,492,-280
-3167,2140,-5144,1320,481,-341
-3203,2300,-5184,1416,523,-431
-3267,2504,-5132,1274,504,-449
-3195,2540,-5256,1206,532,-471
-3191,2384,-5316,1259,552,-490
-3207,2480,-5324,1363,539,-476
-3239,2500,-5224,1403,533,-485
-3091,2496,-5272,1441,509,-476
-3027,2360,-5316,1584,514,-424
-3083,2308,-5432,1694,435,-396
-3011,2512,-5260,1744,546,-403
-3075,2604,-5324,1699,529,-434
-3087,2644,-5228,1599,552,-398
-3147,2684,-5228,1506,610,-425
-3047,2712,-5244,1456,643,-415
-3127,2612,-5148,1370,646,-453
-3115,2580,-5144,1372,650,-473
-3123,2472,-5216,1416,662,-508
-3195,2536,-5188,1483,657,-487
-3215,2636,-5172,1482,630,-416
-3139,2604,-5136,1331,599,-405
-3143,2608,-5368,1334,577,-392
-3179,2548,-5244,1385,632,-379
-3199,2640,-5216,1343,588,-384
-3155,2644,-5264,1179,631,-422
-3115,2588,-5272,1048,607,-402
-3103,2388,-5424,1034,640,-377
-3123,2352,-5388,1165,713,-391
-3199,2452,-5308,1228,683,-399
-3239,2560,-5328,1223,703,-452
-3167,2448,-5316,1156,657,-424
-3139,2428,-5380,1211,695,-374
-3239,2444,-5352,1282,691,-409
-3179,2416,-5376,1294,685,-472
-3127,2552,-5276,1320,666,-437
-3119,2536,-5280,1365,698,-419
-3159,2628,-5256,1335,706,-410
-3203,2604,-5276,1326,694,-422
-3099,2696,-5272,1277,599,-426
-3155,2584,-5312,1248,616,-443
-2999,2520,-5416,1331,587,-347
-3127,2516,-5432,1382,677,-331
-3167,2540,-5440,1414,695,-336
-3191,2568,-5208,1467,719,-360
-3191,2516,-5344,1489,665,-403
-3231,2768,-5272,1487,731,-334
-3123,2636,-5100,1209,619,-394
-3003,2528,-5376,1248,691,-326
-3143,2572,-5440,1277,769,-304
-3099,2636,-5584,1381,852,-373
-3127,2840,-5348,1263,876,-470
-3139,2836,-5296,1036,857,-481
-3175,2664,-5408,825,828,-473
-3051,2524,-5500,745,831,-440
-3295,2564,-5476,792,870,-448
-3243,2568,-5356,772,845,-456
-3319,2592,-5372,849,837,-450
-3231,2440,-5464,906,804,-391
-3167,2424,-5352,1137,820,-368
-3191,2552,-5412,1338,762,-374
-3167,2684,-5392,1365,714,-396
-3219,2736,-5328,1372,775,-368
-3187,2764,-5280,1228,689,-375
-3171,2660,-5432,1043,721,-388
-3179,2604,-5356,998,718,-445
-3231,2800,-5392,894,762,-428
-3243,2720,-5280,757,731,-456
-3171,2592,-5436,725,750,-448
-3303,2612,-5432,729,771,-410
-3203,2552,-5492,747,702,-421
-3175,2540,-5556,830,745,-361
-3171,2388,-5516,920,785,-408
-3171,2540,-5328,969,774,-359
-3143,2560,-5428,964,757,-344
-3135,2588,-5500,947,747,-303
-3235,2708,-5440,1001,824,-308
-3311,2808,-5432,851,763,-350
-3383,2656,-5432,615,687,-371
-3379,2648,-5356,418,642,-394
-3219,2388,-5560,304,608,-332
-3179,2268,-5668,429,625,-301
-3107,2312,-5704,550,702,-284
-3095,2428,-5668,671,725,-304
-3179,2448,-5704,662,714,-306
-3227,2404,-5688,651,699,-291
-3267,2292,-5684,782,793,-225
-3307,2424,-5604,886,737,-270
-3407,2504,-5588,870,642,-340
-3355,2380,-5556,802,560,-342
-3279,2268,-5656,841,570,-359
-3243,2272,-5596,918,539,-308
-3211,2300,-5692,1026,562,-307
-3195,2316,-5548,1095,520,-313
-3275,2320,-5528,1192,545,-380
-3315,2304,-5512,1303,529,-417
-3371,2276,-5468,1463,476,-433
-3343,2216,-5472,1658,378,-456
-3283,2328,-5416,1827,376,-428
-3367,2484,-5312,1920,382,-439
-3255,2596,-5332,1874,222,-430
-3303,2600,-5372,1861,218,-425
-3063,2528,-5536,1904,192,-390
-3055,2680,-5340,2011,274,-372
-3115,2796,-5248,1885,332,-451
-3155,2812,-5204,1585,284,-495
-3095,2568,-5392,1396,338,-528
-3115,2464,-5460,1427,401,-498
-3155,2568,-5372,1420,492,-478
-3127,2684,-5444,1399,519,-446
-3123,2868,-5340,1370,579,-413
-2959,2860,-5216,1259,539,-416
-2987,2816,-5388,1240,646,-378
-3051,2804,-5316,1211,681,-339
-3095,2868,-5144,1116,698,-322
-3155,2816,-5320,1016,633,-304
-3047,2680,-5340,962,591,-243
-3023,2660,-5408,994,628,-206
-3043,2692,-5344,1035,636,-199
-3047,2720,-5408,1083,647,-222
-3019,2644,-5440,1149,660,-255
-3087,2612,-5364,1256,731,-299
-3227,2632,-5292,1275,678,-306
-3351,2596,-5120,1346,601,-358
-3231,2768,-5256,1371,581,-280
-3191,2908,-5312,1440,537,-246
-3111,2964,-5296,1398,543,-247
-3075,2928,-5232,1330,547,-314
-2911,2432,-5332,1379,560,-301
-2991,2532,-5364,1584,647,-287
-3095,2808,-5272,1543,676,-310
-3123,3052,-5248,1345,711,-317
-3239,3040,-5268,1090,680,-357
-3067,2792,-5392,840,705,-335
-2987,2692,-5344,897,730,-332
-3071,2780,-5444,945,763,-280
-3107,2820,-5420,937,746,-332
-3223,2880,-5308,789,782,-348
-3111,2732,-5372,586,767,-283
-3131,2680,-5444,639,887,-310
-3171,2708,-5308,649,892,-322
-3151,2660,-5336,730,936,-369
-3195,2652,-5360,781,903,-398
-3087,2796,-5348,807,927,-397
-3171,2828,-5436,815,880,-389
-3115,2948,-5348,835,868,-323
-3083,2976,-5364,809,808,-313
-3067,2892,-5288,742,791,-301
-3083,2684,-5260,759,766,-285
-3107,2852,-5472,734,733,-284
-3071,2656,-5624,761,761,-297
-3203,2716,-5540,809,825,-346
-3247,2752,-5520,826,853,-333
-3163,2704,-5592,785,810,-368
-3239,2680,-5488,764,768,-370
-3131,2600,-5560,845,792,-346
-3251,2660,-5556,930,811,-395
-3367,2788,-5476,870,795,-451
-3363,2872,-5384,696,691,-523
-3243,2640,-5388,546,700,-494
-3231,2472,-5424,474,708,-502
-3187,2416,-5560,522,740,-513
-3123,2472,-5600,589,785,-608
-3127,2480,-5532,585,831,-567
-3155,2488,-5576,609,865,-582
-3167,2492,-5652,679,893,-556
-3259,2496,-5532,734,855,-570
-3307,2488,-5444,732,855,-544
-3239,2440,-5540,671,770,-581
-3303,2488,-5664,673,774,-574
-3283,2456,-5580,777,809,-588
-3243,2528,-5672,845,859,-561
-3243,2564,-5604,873,785,-593
-3215,2536,-5568,792,789,-564
-3151,2508,-5580,828,787,-522
-3203,2612,-5532,833,821,-511
-3235,2524,-5424,859,778,-515
-3243,2452,-5572,906,698,-526
-3175,2460,-5636,975,676,-446
-3231,2408,-5632,1073,697,-447
-3167,2356,-5556,1176,644,-450
-3187,2420,-5560,1305,628,-434
-3139,2432,-5664,1430,672,-398
-3231,2544,-5612,1465,654,-409
-3371,2632,-5468,1329,670,-434
-3379,2676,-5508,1136,621,-475
-3239,2568,-5336,1058,629,-426
-3223,2528,-5468,955,561,-397
-3135,2468,-5548,929,627,-388
-3151,2432,-5692,955,702,-415
-3227,2516,-5616,979,728,-455
-3199,2440,-5564,921,768,-416
-3271,2428,-5464,969,832,-410
-3367,2456,-5396,917,787,-419
-3323,2472,-5416,888,798,-437
-3303,2520,-5452,885,714,-446
-3139,2600,-5468,780,667,-375
-3207,2576,-5468,693,698,-324
-3171,2512,-5396,698,689,-309
-3043,2508,-5484,598,648,-281
-3131,2428,-5464,538,684,-284
-3071,2408,-5432,539,751,-275
-3187,2424,-5552,580,799,-318
-3199,2408,-5520,622,790,-351
-3251,2420,-5456,655,788,-373
-3327,2344,-5560,701,851,-368
-3379,2508,-5384,623,764,-379
-3163,2428,-5376,511,745,-337
-3247,2388,-5572,572,724,-297
-3231,2392,-5532,733,808,-288
-3211,2584,-5432,676,734,-310
-3263,2624,-5384,494,686,-300
-3171,2496,-5424,416,688,-302
-3083,2440,-5432,457,685,-294
-3187,2300,-5556,497,751,-279
-3239,2252,-5460,509,725,-281
-3171,2308,-5504,570,747,-291
-3223,2340,-5484,618,780,-288
-3187,2380,-5572,638,775,-284
-3267,2352,-5564,627,778,-249
-3263,2432,-5624,678,769,-316
-3327,2304,-5596,733,765,-341
-3283,2280,-5560,893,749,-378
-3227,2216,-5552,1043,761,-306
-3275,2304,-5392,1212,700,-281
-3279,2412,-5300,1215,640,-275
-3191,2496,-5368,1259,582,-259
-3199,2512,-5584,1286,543,-207
-3187,2528,-5624,1360,576,-161
-3231,2456,-5572,1489,612,-177
-3259,2388,-5308,1519,583,-240
-3307,2296,-5288,1566,495,-269
-3343,2392,-5440,1635,474,-286
-3391,2524,-5632,1635,410,-245
-3287,2556,-5640,1706,394,-135
-3243,2652,-5652,1808,409,-141
-3211,2596,-5616,1950,428,-190
-3215,2596,-5372,1868,326,-232
-3271,2536,-5220,1682,356,-305
-3243,2544,-5312,1422,268,-312
-3219,2492,-5504,1317,303,-300
-3187,2492,-5616,1313,351,-348
-3219,2420,-5584,1354,447,-419
-3355,2452,-5600,1444,489,-529
-3431,2584,-5360,1533,389,-563
-3331,2556,-5480,1498,286,-545
-3331,2524,-5468,1526,250,-504
-3395,2476,-5416,1540,203,-507
-3379,2572,-5356,1482,213,-589
-3299,2488,-5484,1520,113,-547
-3223,2448,-5320,1613,107,-515
-3123,2664,-5392,1639,192,-478
-2903,2652,-5508,1521,245,-490
-2787,2660,-5456,1495,387,-551
-2915,2552,-5404,1352,431,-592
-2891,2620,-5488,1304,505,-609
-3095,2576,-5396,1164,516,-677
-3199,2368,-5452,1045,494,-697
-3355,2412,-5604,1089,601,-732
-3363,2616,-5568,1184,616,-666
-3363,2580,-5408,1150,551,-587
-3151,2448,-5404,1126,567,-573
-3123,2332,-5240,1200,619,-536
-3151,2304,-5368,1397,636,-536
-3107,2732,-5280,1308,589,-536
-3099,2708,-5416,1160,648,-556
-3063,2688,-5428,1064,683,-477
-3119,2512,-5516,1001,705,-482
-3095,2456,-5396,1108,721,-509
-3131,2472,-5480,1092,728,-497
-3207,2504,-5432,1028,712,-535
-3127,2412,-5384,1041,677,-472
-3211,2344,-5472,1149,722,-440
-3339,2288,-5240,1269,681,-460
-3271,2304,-5260,1455,649,-538
-3371,2452,-5064,1505,535,-501
-3291,2528,-5288,1440,455,-471
-3067,2536,-5320,1535,480,-467
-3167,2628,-5344,1531,604,-448
-2995,2652,-5360,1570,578,-440
-3067,2628,-5232,1490,521,-389
-3047,2616,-5356,1316,488,-351
-3103,2472,-5328,1175,517,-401
-3075,2364,-5364,1273,654,-419
-3231,2352,-5312,1363,626,-453
-3279,2444,-5368,1491,651,-466
-3311,2652,-5408,1564,607,-414
-3163,2652,-5240,1538,616,-372
-3223,2828,-5200,1449,582,-351
-3075,2616,-5272,1296,516,-319
-3099,2648,-5324,1206,527,-306
-3075,2464,-5308,1129,527,-307
-3079,2500,-5212,1076,551,-347
-3067,2492,-5412,1008,583,-352
-3087,2476,-5464,1054,638,-323
-3115,2460,-5396,1173,774,-366
-3191,2576,-5324,1281,783,-402
-3207,2592,-5308,1194,746,-453
-3127,2632,-5244,1021,625,-402
-3163,2520,-5368,1038,641,-351
-3239,2560,-5288,1083,639,-295
-3267,2620,-5352,1025,590,-348
-3203,2528,-5256,1050,601,-372
-3103,2552,-5356,1080,593,-368
-3067,2524,-5372,1063,601,-391
-3155,2480,-5344,1064,648,-414
-3207,2524,-5288,1065,607,-450
-3187,2620,-5328,1018,622,-440
-3255,2572,-5312,940,618,-404
-3179,2580,-5476,916,642,-445
-3183,2552,-5332,942,621,-433
-3231,2588,-5260,878,613,-442
-3139,2460,-5312,840,620,-447
-3203,2536,-5364,885,667,-437
-3199,2624,-5232,767,664,-466
-3115,2504,-5272,647,621,-445
-3063,2412,-5344,705,658,-414
-3143,2480,-5476,846,718,-421
-3255,2584,-5284,842,712,-459
-3243,2600,-5336,759,665,-485
-3179,2544,-5292,699,635,-457
-3127,2400,-5440,776,596,-396
-3055,2440,-5480,892,653,-412
-3091,2460,-5320,1000,734,-376
-3223,2536,-5408,990,778,-422
-3095,2484,-5380,905,684,-366
-3167,2520,-5248,877,747,-365
-3143,2464,-5280,888,765,-365
-3191,2488,-5312,848,771,-395
-3195,2400,-5340,776,780,-433
-3091,2364,-5308,815,745,-373
-3091,2416,-5324,863,745,-398
